"date","variable","value","group"
"1971-01-01","vel",0.58079485,"employment"
"1972-01-01","vel",0.61094334,"employment"
"1973-01-01","vel",0.64323177,"employment"
"1974-01-01","vel",0.63370211,"employment"
"1975-01-01","vel",0.62605631,"employment"
"1976-01-01","vel",0.64658878,"employment"
"1977-01-01","vel",0.66931558,"employment"
"1978-01-01","vel",0.69706753,"employment"
"1979-01-01","vel",0.71243155,"employment"
"1980-01-01","vel",0.70791578,"employment"
"1981-01-01","vel",0.74387346,"employment"
"1982-01-01","vel",0.70900627,"employment"
"1983-01-01","vel",0.69009857,"employment"
"1984-01-01","vel",0.71078082,"employment"
"1985-01-01","vel",0.70686455,"employment"
"1986-01-01","vel",0.68820448,"employment"
"1987-01-01","vel",0.67576289,"employment"
"1988-01-01","vel",0.6678024,"employment"
"1909-01-01","emp",10.465158,"rates"
"1910-01-01","emp",10.484641,"rates"
"1911-01-01","emp",10.496234,"rates"
"1912-01-01","emp",10.530308,"rates"
"1913-01-01","emp",10.553153,"rates"
"1914-01-01","emp",10.533668,"rates"
"1915-01-01","emp",10.53239,"rates"
"1916-01-01","emp",10.580607,"rates"
"1917-01-01","emp",10.598733,"rates"
"1918-01-01","emp",10.662235,"rates"
"1919-01-01","emp",10.643948,"rates"
"1920-01-01","emp",10.616413,"rates"
"1921-01-01","emp",10.560178,"rates"
"1922-01-01","emp",10.62459,"rates"
"1923-01-01","emp",10.690922,"rates"
"1924-01-01","emp",10.682973,"rates"
"1925-01-01","emp",10.716238,"rates"
"1926-01-01","emp",10.746433,"rates"
"1927-01-01","emp",10.747122,"rates"
"1928-01-01","emp",10.753083,"rates"
"1929-01-01","emp",10.776662,"rates"
"1930-01-01","emp",10.730728,"rates"
"1931-01-01","emp",10.661017,"rates"
"1932-01-01","emp",10.576177,"rates"
"1933-01-01","emp",10.571573,"rates"
"1934-01-01","emp",10.624979,"rates"
"1935-01-01","emp",10.657965,"rates"
"1936-01-01","emp",10.707952,"rates"
"1937-01-01","emp",10.749785,"rates"
"1938-01-01","emp",10.704592,"rates"
"1939-01-01","emp",10.739002,"rates"
"1940-01-01","emp",10.780206,"rates"
"1941-01-01","emp",10.858422,"rates"
"1942-01-01","emp",10.963359,"rates"
"1943-01-01","emp",11.058638,"rates"
"1944-01-01","emp",11.087819,"rates"
"1945-01-01","emp",11.070693,"rates"
"1946-01-01","emp",10.980195,"rates"
"1947-01-01","emp",10.979002,"rates"
"1948-01-01","emp",10.998811,"rates"
"1949-01-01","emp",10.989791,"rates"
"1950-01-01","emp",11.011555,"rates"
"1951-01-01","emp",11.051874,"rates"
"1952-01-01","emp",11.064229,"rates"
"1953-01-01","emp",11.077918,"rates"
"1954-01-01","emp",11.058165,"rates"
"1955-01-01","emp",11.085521,"rates"
"1956-01-01","emp",11.107345,"rates"
"1957-01-01","emp",11.110521,"rates"
"1958-01-01","emp",11.092428,"rates"
"1959-01-01","emp",11.115161,"rates"
"1960-01-01","emp",11.131548,"rates"
"1961-01-01","emp",11.131929,"rates"
"1962-01-01","emp",11.149514,"rates"
"1963-01-01","emp",11.163368,"rates"
"1964-01-01","emp",11.185032,"rates"
"1965-01-01","emp",11.209263,"rates"
"1966-01-01","emp",11.238725,"rates"
"1967-01-01","emp",11.262128,"rates"
"1968-01-01","emp",11.282946,"rates"
"1969-01-01","emp",11.307229,"rates"
"1970-01-01","emp",11.312216,"rates"
"1971-01-01","emp",11.306393,"rates"
"1972-01-01","emp",11.338167,"rates"
"1973-01-01","emp",11.3718,"rates"
"1974-01-01","emp",11.390927,"rates"
"1975-01-01","emp",11.379668,"rates"
"1976-01-01","emp",11.412221,"rates"
"1977-01-01","emp",11.447565,"rates"
"1978-01-01","emp",11.489442,"rates"
"1979-01-01","emp",11.517127,"rates"
"1980-01-01","emp",11.521955,"rates"
"1981-01-01","emp",11.53314,"rates"
"1982-01-01","emp",11.524795,"rates"
"1983-01-01","emp",11.537716,"rates"
"1984-01-01","emp",11.577795,"rates"
"1985-01-01","emp",11.597781,"rates"
"1986-01-01","emp",11.620011,"rates"
"1987-01-01","emp",11.645505,"rates"
"1988-01-01","emp",11.667165,"rates"
"1909-01-01","int.rate",3.77,"employment"
"1910-01-01","int.rate",3.8,"employment"
"1911-01-01","int.rate",3.9,"employment"
"1912-01-01","int.rate",3.9,"employment"
"1913-01-01","int.rate",4,"employment"
"1914-01-01","int.rate",4.1,"employment"
"1915-01-01","int.rate",4.15,"employment"
"1916-01-01","int.rate",4.05,"employment"
"1917-01-01","int.rate",4.05,"employment"
"1918-01-01","int.rate",4.75,"employment"
"1919-01-01","int.rate",4.75,"employment"
"1920-01-01","int.rate",5.1,"employment"
"1921-01-01","int.rate",5.17,"employment"
"1922-01-01","int.rate",4.71,"employment"
"1923-01-01","int.rate",4.61,"employment"
"1924-01-01","int.rate",4.66,"employment"
"1925-01-01","int.rate",4.5,"employment"
"1926-01-01","int.rate",4.4,"employment"
"1927-01-01","int.rate",4.3,"employment"
"1928-01-01","int.rate",4.05,"employment"
"1929-01-01","int.rate",4.42,"employment"
"1930-01-01","int.rate",4.4,"employment"
"1931-01-01","int.rate",4.1,"employment"
"1932-01-01","int.rate",4.7,"employment"
"1933-01-01","int.rate",4.15,"employment"
"1934-01-01","int.rate",3.99,"employment"
"1935-01-01","int.rate",3.5,"employment"
"1936-01-01","int.rate",3.2,"employment"
"1937-01-01","int.rate",3.08,"employment"
"1938-01-01","int.rate",3,"employment"
"1939-01-01","int.rate",2.75,"employment"
"1940-01-01","int.rate",2.7,"employment"
"1941-01-01","int.rate",2.65,"employment"
"1942-01-01","int.rate",2.65,"employment"
"1943-01-01","int.rate",2.65,"employment"
"1944-01-01","int.rate",2.6,"employment"
"1945-01-01","int.rate",2.55,"employment"
"1946-01-01","int.rate",2.43,"employment"
"1947-01-01","int.rate",2.5,"employment"
"1948-01-01","int.rate",2.8,"employment"
"1949-01-01","int.rate",2.74,"employment"
"1950-01-01","int.rate",2.58,"employment"
"1951-01-01","int.rate",2.67,"employment"
"1952-01-01","int.rate",3,"employment"
"1953-01-01","int.rate",3.15,"employment"
"1954-01-01","int.rate",3,"employment"
"1955-01-01","int.rate",3.04,"employment"
"1956-01-01","int.rate",3.09,"employment"
"1957-01-01","int.rate",3.68,"employment"
"1958-01-01","int.rate",3.61,"employment"
"1959-01-01","int.rate",4.1,"employment"
"1960-01-01","int.rate",4.55,"employment"
"1961-01-01","int.rate",4.22,"employment"
"1962-01-01","int.rate",4.42,"employment"
"1963-01-01","int.rate",4.16,"employment"
"1964-01-01","int.rate",4.33,"employment"
"1965-01-01","int.rate",4.35,"employment"
"1966-01-01","int.rate",4.75,"employment"
"1967-01-01","int.rate",4.95,"employment"
"1968-01-01","int.rate",5.93,"employment"
"1969-01-01","int.rate",6.54,"employment"
"1970-01-01","int.rate",7.6,"employment"
"1971-01-01","int.rate",6.099,"employment"
"1972-01-01","int.rate",5.989,"employment"
"1973-01-01","int.rate",6.659,"employment"
"1974-01-01","int.rate",7.349,"employment"
"1975-01-01","int.rate",7.339,"employment"
"1976-01-01","int.rate",7.139,"employment"
"1977-01-01","int.rate",7.419,"employment"
"1978-01-01","int.rate",8.249,"employment"
"1979-01-01","int.rate",9.099,"employment"
"1980-01-01","int.rate",11.169,"employment"
"1981-01-01","int.rate",13.229,"employment"
"1982-01-01","int.rate",12.589,"employment"
"1983-01-01","int.rate",11.199,"employment"
"1984-01-01","int.rate",12.349,"employment"
"1985-01-01","int.rate",11.109,"employment"
"1986-01-01","int.rate",8.499,"employment"
"1987-01-01","int.rate",8.999,"employment"
"1988-01-01","int.rate",9.339,"employment"
"1909-01-01","nom.wages",6.3952616,"money"
"1910-01-01","nom.wages",6.4785096,"money"
"1911-01-01","nom.wages",6.4488894,"money"
"1912-01-01","nom.wages",6.4785096,"money"
"1913-01-01","nom.wages",6.5352413,"money"
"1914-01-01","nom.wages",6.5453497,"money"
"1915-01-01","nom.wages",6.4937538,"money"
"1916-01-01","nom.wages",6.6214057,"money"
"1917-01-01","nom.wages",6.7833252,"money"
"1918-01-01","nom.wages",7.0094089,"money"
"1919-01-01","nom.wages",7.1647204,"money"
"1920-01-01","nom.wages",7.3343294,"money"
"1921-01-01","nom.wages",7.2413663,"money"
"1922-01-01","nom.wages",7.1569564,"money"
"1923-01-01","nom.wages",7.2463681,"money"
"1924-01-01","nom.wages",7.2633296,"money"
"1925-01-01","nom.wages",7.2793188,"money"
"1926-01-01","nom.wages",7.297091,"money"
"1927-01-01","nom.wages",7.3145528,"money"
"1928-01-01","nom.wages",7.335634,"money"
"1929-01-01","nom.wages",7.3414839,"money"
"1930-01-01","nom.wages",7.3051882,"money"
"1931-01-01","nom.wages",7.2218358,"money"
"1932-01-01","nom.wages",7.0475172,"money"
"1933-01-01","nom.wages",6.9902565,"money"
"1934-01-01","nom.wages",7.0501225,"money"
"1935-01-01","nom.wages",7.1033221,"money"
"1936-01-01","nom.wages",7.1600692,"money"
"1937-01-01","nom.wages",7.226936,"money"
"1938-01-01","nom.wages",7.1670379,"money"
"1939-01-01","nom.wages",7.2174434,"money"
"1940-01-01","nom.wages",7.2668273,"money"
"1941-01-01","nom.wages",7.4103471,"money"
"1942-01-01","nom.wages",7.6123368,"money"
"1943-01-01","nom.wages",7.761745,"money"
"1944-01-01","nom.wages",7.830823,"money"
"1945-01-01","nom.wages",7.830823,"money"
"1946-01-01","nom.wages",7.830823,"money"
"1947-01-01","nom.wages",7.9348716,"money"
"1948-01-01","nom.wages",8.0189547,"money"
"1949-01-01","nom.wages",8.0375432,"money"
"1950-01-01","nom.wages",8.1022836,"money"
"1951-01-01","nom.wages",8.1909089,"money"
"1952-01-01","nom.wages",8.2511421,"money"
"1953-01-01","nom.wages",8.3072126,"money"
"1954-01-01","nom.wages",8.3243363,"money"
"1955-01-01","nom.wages",8.3793095,"money"
"1956-01-01","nom.wages",8.4314174,"money"
"1957-01-01","nom.wages",8.4734503,"money"
"1958-01-01","nom.wages",8.5063344,"money"
"1959-01-01","nom.wages",8.5604442,"money"
"1960-01-01","nom.wages",8.5852256,"money"
"1961-01-01","nom.wages",8.6137753,"money"
"1962-01-01","nom.wages",8.6534708,"money"
"1963-01-01","nom.wages",8.6860917,"money"
"1964-01-01","nom.wages",8.7316592,"money"
"1965-01-01","nom.wages",8.762333,"money"
"1966-01-01","nom.wages",8.8013189,"money"
"1967-01-01","nom.wages",8.8363739,"money"
"1968-01-01","nom.wages",8.9020473,"money"
"1969-01-01","nom.wages",8.9586687,"money"
"1970-01-01","nom.wages",9.0057732,"money"
"1971-01-01","nom.wages",9.0528535,"money"
"1972-01-01","nom.wages",9.135485,"money"
"1973-01-01","nom.wages",9.2086877,"money"
"1974-01-01","nom.wages",9.2689518,"money"
"1975-01-01","nom.wages",9.345106,"money"
"1976-01-01","nom.wages",9.4377968,"money"
"1977-01-01","nom.wages",9.5272178,"money"
"1978-01-01","nom.wages",9.6124693,"money"
"1979-01-01","nom.wages",9.6899071,"money"
"1980-01-01","nom.wages",9.7590436,"money"
"1981-01-01","nom.wages",9.855984,"money"
"1982-01-01","nom.wages",9.8938128,"money"
"1983-01-01","nom.wages",9.9634555,"money"
"1984-01-01","nom.wages",10.018269,"money"
"1985-01-01","nom.wages",10.050728,"money"
"1986-01-01","nom.wages",10.075372,"money"
"1987-01-01","nom.wages",10.101049,"money"
"1988-01-01","nom.wages",10.130371,"money"
"1909-01-01","gnp.def",3.3707382,"money"
"1910-01-01","gnp.def",3.3978585,"money"
"1911-01-01","gnp.def",3.391147,"money"
"1912-01-01","gnp.def",3.4307562,"money"
"1913-01-01","gnp.def",3.4372078,"money"
"1914-01-01","gnp.def",3.4468079,"money"
"1915-01-01","gnp.def",3.4812401,"money"
"1916-01-01","gnp.def",3.5973123,"money"
"1917-01-01","gnp.def",3.8066625,"money"
"1918-01-01","gnp.def",3.9627161,"money"
"1919-01-01","gnp.def",3.9852735,"money"
"1920-01-01","gnp.def",4.1157798,"money"
"1921-01-01","gnp.def",3.9550825,"money"
"1922-01-01","gnp.def",3.9019727,"money"
"1923-01-01","gnp.def",3.9259259,"money"
"1924-01-01","gnp.def",3.914021,"money"
"1925-01-01","gnp.def",3.9318256,"money"
"1926-01-01","gnp.def",3.9357395,"money"
"1927-01-01","gnp.def",3.912023,"money"
"1928-01-01","gnp.def",3.9199912,"money"
"1929-01-01","gnp.def",3.9239516,"money"
"1930-01-01","gnp.def",3.8979241,"money"
"1931-01-01","gnp.def",3.8022081,"money"
"1932-01-01","gnp.def",3.693867,"money"
"1933-01-01","gnp.def",3.6712245,"money"
"1934-01-01","gnp.def",3.7424202,"money"
"1935-01-01","gnp.def",3.7518543,"money"
"1936-01-01","gnp.def",3.7541989,"money"
"1937-01-01","gnp.def",3.7954892,"money"
"1938-01-01","gnp.def",3.7819143,"money"
"1939-01-01","gnp.def",3.7658405,"money"
"1940-01-01","gnp.def",3.7819143,"money"
"1941-01-01","gnp.def",3.8543939,"money"
"1942-01-01","gnp.def",3.9702919,"money"
"1943-01-01","gnp.def",4.0395363,"money"
"1944-01-01","gnp.def",4.0638854,"money"
"1945-01-01","gnp.def",4.089332,"money"
"1946-01-01","gnp.def",4.200205,"money"
"1947-01-01","gnp.def",4.3121405,"money"
"1948-01-01","gnp.def",4.3770141,"money"
"1949-01-01","gnp.def",4.3707129,"money"
"1950-01-01","gnp.def",4.3845235,"money"
"1951-01-01","gnp.def",4.4496853,"money"
"1952-01-01","gnp.def",4.4716388,"money"
"1953-01-01","gnp.def",4.4807401,"money"
"1954-01-01","gnp.def",4.4953553,"money"
"1955-01-01","gnp.def",4.50976,"money"
"1956-01-01","gnp.def",4.5432948,"money"
"1957-01-01","gnp.def",4.5798524,"money"
"1958-01-01","gnp.def",4.6051702,"money"
"1959-01-01","gnp.def",4.6210435,"money"
"1960-01-01","gnp.def",4.6376374,"money"
"1961-01-01","gnp.def",4.6501436,"money"
"1962-01-01","gnp.def",4.6615505,"money"
"1963-01-01","gnp.def",4.6746962,"money"
"1964-01-01","gnp.def",4.6895113,"money"
"1965-01-01","gnp.def",4.7086289,"money"
"1966-01-01","gnp.def",4.7353209,"money"
"1967-01-01","gnp.def",4.767289,"money"
"1968-01-01","gnp.def",4.806477,"money"
"1969-01-01","gnp.def",4.8535915,"money"
